I,TA,VB,TB
-1.68,24.1,3.285196,24.2
-1.68,24.1,3.285229,24.2
-1.6797,24.1,3.285354,24.2
-1.6797,24.1,3.285164,24.1
-1.6797,24.1,3.285075,24.2
-1.68,24.1,3.285046,24.1
-1.68,24.1,3.285369,24.2
-1.6797,24.1,3.284922,24.1
-1.6797,24.1,3.284867,24.2
-1.68,24.1,3.285235,24.2
-1.68,24.1,3.284893,24.2
-1.6797,24.1,3.285003,24.1
-1.6797,24.1,3.285022,24.2
-1.6797,24.1,3.284797,24.1
-1.68,24.1,3.284796,24.1
-1.68,24.1,3.284861,24.2
-1.6797,24.1,3.284805,24.2
-1.6797,24.1,3.285083,24.1
-1.68,24.1,3.284999,24.1
-1.68,24.1,3.284905,24.2
-1.68,24.1,3.284933,24.1
-1.6797,24.1,3.284909,24.2
-1.68,24.1,3.284642,24.1
-1.68,24.1,3.285057,24.1
-1.6797,24.1,3.284864,24.1
-1.6803,24.1,3.284697,24.2
-1.6797,24.1,3.284613,24.1
-1.6803,24.1,3.28453,24.1
-1.6797,24.1,3.284702,24.2
-1.6803,24.1,3.284496,24.1
-1.6797,24.1,3.284761,24.1
-1.6794,24.1,3.284696,24.2
-1.6797,24.1,3.284675,24.2
-1.68,24.1,3.284791,24.1
-1.6797,24.1,3.284725,24.1
-1.6797,24.1,3.284392,24.2
-1.6797,24.1,3.284392,24.1
-1.68,24.1,3.284504,24.2
-1.6797,24.1,3.28453,24.1
-1.68,24.1,3.284632,24.1
-1.6797,24.1,3.284575,24.2
-1.6797,24.1,3.284359,24.2
-1.6797,24.1,3.2845,24.2
-1.68,24.1,3.284445,24.2
-1.6797,24.1,3.28465,24.1
-1.68,24.1,3.284577,24.1
-1.6797,24.1,3.284523,24.2
-1.68,24.1,3.284456,24.1
-1.6797,24.1,3.284626,24.2
-1.6797,24.1,3.284793,24.1
-1.68,24.1,3.284709,24.1
-1.6797,24.1,3.284627,24.1
-1.68,24.1,3.284362,24.1
-1.68,24.1,3.284504,24.1
-1.6794,24.1,3.284161,24.2
-1.68,24.1,3.284503,24.1
-1.68,24.1,3.28442,24.2
-1.68,24.1,3.284156,24.2
-1.68,24.1,3.284598,24.2
-1.68,24.1,3.284279,24.1
-1.68,24.1,3.284234,24.2
-1.68,24.1,3.28437,24.2
-1.68,24.1,3.284275,24.2
-1.68,24.1,3.284141,24.1
-1.68,24.1,3.284214,24.2
-1.6797,24.1,3.284034,24.1
-1.6797,24.1,3.284211,24.2
-1.6797,24.1,3.28442,24.1
-1.6797,24.1,3.284356,24.2
-1.6797,24.1,3.284144,24.1
-1.6797,24.1,3.284065,24.1
-1.68,24.1,3.284225,24.1
-1.6797,24.1,3.284052,24.2
-1.6797,24.1,3.283762,24.2
-1.6797,24.1,3.284066,24.1
-1.6797,24.1,3.28377,24.1
-1.6797,24.1,3.283731,24.2
-1.68,24.1,3.283918,24.1
-1.6797,24.1,3.284061,24.1
-1.68,24.1,3.283851,24.1
-1.68,24.1,3.284094,24.2
-1.6797,24.1,3.283951,24.2
-1.68,24.1,3.283946,24.2
-1.68,24.1,3.28404,24.1
-1.6797,24.1,3.284003,24.2
-1.68,24.1,3.28397,24.1
-1.68,24.1,3.283974,24.1
-1.6797,24.1,3.2837,24.2
-1.6797,24.1,3.283945,24.2
-1.68,24.1,3.284004,24.1
-1.68,24.1,3.284091,24.2
-1.6797,24.1,3.284196,24.1
-1.68,24.1,3.283853,24.1
-1.68,24.1,3.283888,24.1
-1.6797,24.1,3.283806,24.2
-1.6797,24.1,3.283556,24.1
-1.6797,24.1,3.283807,24.2
-1.6797,24.1,3.284015,24.1
-1.68,24.1,3.28412,24.1
-1.68,24.1,3.283708,24.1
-1.6797,24.1,3.283761,24.1
-1.6797,24.1,3.283596,24.1
-1.68,24.1,3.283831,24.1
-1.68,24.1,3.283916,24.1
-1.6797,24.1,3.283891,24.1
-1.6797,24.1,3.283779,24.1
-1.6797,24.1,3.283738,24.1
-1.6797,24.1,3.283692,24.2
-1.68,24.1,3.283388,24.1
-1.68,24.1,3.28357,24.1
-1.6797,24.1,3.283701,24.1
-1.6797,24.1,3.283792,24.1
-1.6797,24.1,3.283452,24.1
-1.6797,24.1,3.283394,24.1
-1.6797,24.1,3.283583,24.1
-1.68,24.1,3.283892,24.1
-1.6797,24.1,3.283776,24.1
-1.6797,24.1,3.283797,24.1
-1.6797,24.1,3.283309,24.1
-1.68,24.1,3.283618,24.2
-1.6797,24.1,3.283455,24.1
-1.68,24.1,3.283617,24.1
-1.6797,24.1,3.283411,24.2
-1.68,24.1,3.283526,24.2
-1.6797,24.1,3.282919,24.2
-1.6797,24.1,3.283469,24.1
-1.6797,24.1,3.283317,24.1
-1.68,24.1,3.28332,24.1
-1.6797,24.1,3.2834,24.1
-1.6797,24.1,3.283737,24.1
-1.68,24.1,3.283387,24.1
-1.6797,24.1,3.283373,24.1
-1.68,24.1,3.28327,24.2
-1.6797,24.1,3.283137,24.1
-1.6797,24.1,3.283308,24.2
-1.6797,24.1,3.283335,24.1
-1.6797,24.1,3.28302,24.1
-1.68,24.1,3.283154,24.1
-1.6797,24.1,3.283372,24.1
-1.6797,24.1,3.283182,24.2
-1.68,24.1,3.283119,24.2
-1.6797,24.1,3.283182,24.2
-1.68,24.1,3.282972,24.1
-1.68,24.1,3.282954,24.1
-1.68,24.1,3.282964,24.1
-1.68,24.1,3.283299,24.2
-1.6797,24.1,3.282913,24.1
-1.6797,24.1,3.283217,24.1
-1.6797,24.1,3.283134,24.1
-1.6797,24.1,3.282949,24.2
-1.6797,24.1,3.283239,24.1
-1.68,24.1,3.282882,24.2
-1.6797,24.1,3.282805,24.1
-1.68,24.1,3.282894,24.1
-1.6797,24.1,3.283186,24.1
-1.68,24.1,3.283023,24.2
-1.68,24.1,3.282853,24.1
-1.68,24.1,3.282656,24.1
-1.68,24.1,3.282763,24.1
-1.68,24.1,3.282722,24.1
-1.68,24.1,3.282742,24.2
-1.68,24.1,3.282691,24.1
-1.68,24.1,3.282533,24.1
-1.6797,24.1,3.282883,24.2
-1.68,24.1,3.282758,24.2
-1.6797,24.1,3.282767,24.2
-1.6797,24.1,3.282937,24.2
-1.68,24.1,3.282578,24.2
-1.68,24.1,3.282777,24.2
-1.6797,24.1,3.282634,24.2
-1.6797,24.1,3.282661,24.2
-1.68,24.1,3.282666,24.1
-1.6797,24.1,3.282659,24.2
-1.6797,24.1,3.282729,24.1
-1.6797,24.1,3.28245,24.1
-1.68,24.1,3.282478,24.2
-1.68,24.1,3.282619,24.2
-1.6797,24.2,3.282443,24.1
-1.6797,24.1,3.282756,24.2
-1.6797,24.1,3.282602,24.1
-1.68,24.1,3.282775,24.1
-1.6797,24.2,3.282625,24.1
-1.68,24.1,3.282665,24.2
-1.68,24.2,3.282512,24.1
-1.68,24.1,3.282454,24.2
-1.68,24.1,3.2827,24.1
-1.68,24.1,3.28259,24.1
-1.6797,24.2,3.282188,24.1
-1.68,24.1,3.282491,24.2
-1.68,24.1,3.282517,24.2
-1.68,24.1,3.282611,24.2
-1.6797,24.2,3.282057,24.2
-1.68,24.1,3.282502,24.2
-1.68,24.2,3.282486,24.2
-1.6797,24.1,3.28246,24.2
-1.68,24.2,3.282295,24.2
-1.68,24.2,3.28236,24.2
-1.6797,24.1,3.282456,24.2
-1.68,24.1,3.282359,24.2
-1.68,24.2,3.282391,24.2
-1.68,24.2,3.282475,24.1
-1.6797,24.1,3.28241,24.2
-1.68,24.2,3.282471,24.2
-1.6797,24.1,3.282317,24.2
-1.6797,24.1,3.282252,24.2
-1.6797,24.2,3.282331,24.2
-1.68,24.2,3.282406,24.2
-1.68,24.2,3.282314,24.2
-1.6797,24.1,3.282284,24.2
-1.6797,24.1,3.282482,24.2
-1.6797,24.2,3.282084,24.1
-1.68,24.1,3.282472,24.2
-1.6797,24.2,3.282309,24.2
-1.6797,24.1,3.282178,24.2
-1.68,24.2,3.282118,24.2
-1.68,24.1,3.282386,24.2
-1.6797,24.1,3.282399,24.2
-1.6797,24.1,3.282364,24.1
-1.6797,24.2,3.28227,24.2
-1.68,24.1,3.28193,24.1
-1.68,24.1,3.282065,24.1
-1.68,24.1,3.281916,24.2
-1.68,24.1,3.282011,24.2
-1.6797,24.2,3.281983,24.2
-1.68,24.1,3.282118,24.1
-1.6797,24.1,3.282042,24.2
-1.6797,24.1,3.281955,24.1
-1.6797,24.1,3.282045,24.2
-1.6797,24.1,3.28185,24.1
-1.6797,24.1,3.281898,24.2
-1.6797,24.1,3.282107,24.1
-1.6797,24.2,3.282018,24.1
-1.68,24.1,3.281929,24.2
-1.6797,24.1,3.281954,24.1
-1.68,24.1,3.281842,24.2
-1.68,24.1,3.281969,24.2
-1.6797,24.1,3.281701,24.2
-1.68,24.1,3.281935,24.1
-1.6797,24.2,3.281423,24.2
-1.6797,24.1,3.281671,24.2
-1.6797,24.1,3.281728,24.1
-1.6797,24.1,3.281591,24.1
-1.6797,24.1,3.281465,24.2
-1.68,24.1,3.281443,24.2
-1.68,24.1,3.281297,24.1
-1.6797,24.1,3.281438,24.2
-1.6797,24.1,3.28134,24.1
-1.68,24.1,3.281117,24.1
-1.6797,24.1,3.281406,24.2
-1.68,24.1,3.281255,24.2
-1.68,24.1,3.281673,24.1
-1.6797,24.1,3.281371,24.1
-1.68,24.1,3.281523,24.1
-1.6797,24.1,3.281599,24.1
-1.68,24.1,3.281399,24.1
-1.6797,24.1,3.281327,24.2
-1.68,24.1,3.281354,24.2
-1.68,24.1,3.281337,24.1
-1.6797,24.1,3.281238,24.2
-1.6797,24.1,3.281419,24.1
-1.68,24.2,3.281444,24.2
-1.6797,24.1,3.281582,24.1
-1.68,24.1,3.281243,24.2
-1.6797,24.1,3.281472,24.1
-1.6797,24.1,3.28168,24.2
-1.68,24.1,3.281263,24.1
-1.6797,24.1,3.281347,24.1
-1.6797,24.1,3.281557,24.2
-1.6797,24.1,3.281564,24.2
-1.6797,24.1,3.281634,24.1
-1.68,24.1,3.281594,24.2
-1.6797,24.1,3.281402,24.1
-1.6797,24.1,3.281427,24.1
-1.6797,24.1,3.281449,24.2
-1.6797,24.1,3.28165,24.1
-1.6797,24.1,3.281708,24.2
-1.6797,24.1,3.281425,24.1
-1.68,24.1,3.281568,24.2
-1.6797,24.1,3.281499,24.1
-1.68,24.1,3.281285,24.1
-1.6797,24.1,3.281457,24.1
-1.6797,24.1,3.281482,24.2
-1.68,24.1,3.28092,24.2
-1.68,24.1,3.281416,24.1
-1.6797,24.1,3.281515,24.1
-1.68,24.1,3.281334,24.1
-1.6797,24.1,3.28135,24.2
-1.6797,24.1,3.281226,24.2
-1.68,24.1,3.281275,24.1
-1.6797,24.1,3.281167,24.1
-1.68,24.2,3.28141,24.2
-1.6797,24.1,3.281121,24.1
-1.68,24.1,3.280773,24.2
-1.6797,24.1,3.281053,24.2
-1.6797,24.1,3.281002,24.1
-1.68,24.1,3.281279,24.2
-1.6797,24.1,3.281135,24.2
-1.6797,24.1,3.281207,24.2
-1.68,24.1,3.28103,24.1
-1.6797,24.1,3.280989,24.2
-1.6797,24.1,3.280978,24.1
-1.68,24.1,3.280938,24.1
-1.6806,24.1,3.280846,24.1
-1.6797,24.1,3.281207,24.2
-1.6797,24.1,3.281127,24.1
-1.6797,24.1,3.280966,24.2
-1.6797,24.1,3.280698,24.2
-1.68,24.1,3.281033,24.1
-1.68,24.1,3.280869,24.2
-1.68,24.1,3.280798,24.1
-1.6797,24.1,3.280721,24.1
-1.68,24.1,3.280916,24.1
-1.6797,24.1,3.280774,24.1
-1.6797,24.1,3.280844,24.1
-1.68,24.1,3.280784,24.1
-1.68,24.1,3.280785,24.1
-1.68,24.1,3.280627,24.1
-1.6797,24.1,3.280964,24.1
-1.6797,24.1,3.280548,24.1
-1.68,24.1,3.280611,24.1
-1.6797,24.1,3.28063,24.1
-1.68,24.1,3.280487,24.1
-1.68,24.1,3.280497,24.1
-1.6797,24.1,3.280695,24.1
-1.6797,24.1,3.280862,24.2
-1.68,24.1,3.280367,24.2
-1.68,24.1,3.280546,24.1
-1.68,24.1,3.280719,24.1
-1.68,24.1,3.280686,24.1
-1.68,24.1,3.280453,24.1
-1.6797,24.1,3.280331,24.1
-1.68,24.1,3.280487,24.1
-1.68,24.1,3.280608,24.1
-1.6797,24.1,3.280414,24.1
-1.68,24.1,3.280599,24.1
-1.6797,24.1,3.280426,24.1
-1.68,24.1,3.280486,24.1
-1.6797,24.1,3.280247,24.2
-1.6797,24.1,3.280688,24.1
-1.68,24.1,3.28037,24.1
-1.68,24.1,3.280446,24.1
-1.68,24.1,3.280234,24.1
-1.68,24.1,3.2802,24.1
-1.6797,24.1,3.280211,24.2
-1.68,24.1,3.280576,24.1
-1.6797,24.1,3.280288,24.1
-1.6797,24.1,3.280631,24.1
-1.68,24.1,3.280378,24.1
-1.68,24.1,3.28031,24.1
-1.6797,24.1,3.280405,24.2
-1.6797,24.1,3.280517,24.1
-1.6797,24.1,3.28022,24.1
-1.68,24.1,3.280522,24.1
-1.6797,24.1,3.280292,24.1
-1.6797,24.1,3.280591,24.1
-1.68,24.1,3.280157,24.1
-1.6797,24.1,3.280163,24.1
-1.68,24.1,3.280224,24.1
-1.68,24.1,3.280256,24.1
-1.6797,24.1,3.280184,24.1
-1.6797,24.1,3.280355,24.1
-1.6797,24.1,3.280014,24.1
-1.68,24.1,3.280334,24.1
-1.6794,24.1,3.280227,24.1
-1.68,24.1,3.28025,24.1
-1.68,24.1,3.280176,24.1
-1.68,24.1,3.2803,24.1
-1.68,24.1,3.279915,24.1
-1.6797,24.1,3.280291,24.1
-1.68,24.1,3.280234,24.1
-1.6797,24.1,3.280164,24.2
-1.68,24.1,3.280126,24.1
-1.6797,24.1,3.279878,24.1
-1.6797,24.1,3.279771,24.1
-1.68,24.1,3.279562,24.1
-1.68,24.1,3.279852,24.1
-1.6797,24.1,3.279997,24.1
-1.68,24.1,3.279865,24.1
-1.6803,24.1,3.279966,24.1
-1.6806,24.1,3.280017,24.1
-1.68,24.1,3.280084,24.1
-1.68,24.1,3.280063,24.1
-1.68,24.1,3.27981,24.1
-1.68,24.1,3.280093,24.1
-1.68,24.1,3.279704,24.1
-1.68,24.1,3.280098,24.1
-1.68,24.1,3.279994,24.1
-1.68,24.1,3.280123,24.2
-1.6797,24.1,3.27972,24.1
-1.6797,24.1,3.280019,24.1
-1.6797,24.1,3.27965,24.1
-1.6797,24.1,3.279672,24.1
-1.6797,24.1,3.279801,24.1
-1.68,24.1,3.279643,24.2
-1.6794,24.1,3.279828,24.1
-1.6794,24.1,3.279375,24.2
-1.68,24.1,3.279837,24.1
-1.68,24.1,3.279506,24.1
-1.68,24.1,3.279617,24.1
-1.68,24.1,3.279503,24.1
-1.68,24.1,3.279733,24.1
-1.68,24.1,3.279516,24.1
-1.6803,24.1,3.279384,24.1
-1.68,24.1,3.27955,24.1
-1.6794,24.1,3.279228,24.1
-1.68,24.1,3.279539,24.2
-1.68,24.1,3.279437,24.1
-1.68,24.1,3.279296,24.1
-1.6797,24.1,3.279357,24.1
-1.68,24.1,3.279476,24.1
-1.6797,24.1,3.279531,24.1
-1.6797,24.1,3.279356,24.1
-1.6797,24.1,3.279251,24.1
-1.68,24.1,3.279462,24.1
-1.68,24.1,3.279381,24.1
-1.68,24.1,3.27937,24.1
-1.6797,24.1,3.279557,24.1
-1.68,24.1,3.279246,24.1
-1.68,24.1,3.27917,24.1
-1.6797,24.1,3.27935,24.1
-1.6797,24.1,3.279245,24.1
-1.6797,24.1,3.27946,24.1
-1.68,24.1,3.279449,24.1
-1.6797,24.1,3.279587,24.2
-1.68,24.1,3.279504,24.2
-1.6797,24.1,3.279335,24.1
-1.6797,24.1,3.279477,24.1
-1.6797,24.1,3.279315,24.1
-1.6797,24.1,3.279515,24.1
-1.68,24.1,3.27933,24.1
-1.6797,24.1,3.279458,24.1
-1.6797,24.1,3.279504,24.1
-1.6797,24.1,3.279489,24.1
-1.68,24.1,3.279345,24.1
-1.68,24.1,3.279198,24.1
-1.68,24.1,3.279285,24.2
-1.6797,24.1,3.27943,24.2
-1.68,24.1,3.279356,24.1
-1.6797,24.1,3.279347,24.1
-1.6797,24.1,3.279137,24.1
-1.68,24.1,3.279087,24.1
-1.68,24.1,3.279275,24.2
-1.68,24.1,3.279421,24.1
-1.6797,24.1,3.278973,24.1
-1.68,24.1,3.279424,24.1
-1.6797,24.1,3.279318,24.1
-1.6797,24.1,3.279099,24.1
-1.68,24.1,3.278966,24.2
-1.6797,24.1,3.278686,24.2
-1.68,24.1,3.279043,24.1
-1.68,24.1,3.27897,24.1
-1.6797,24.1,3.278767,24.1
-1.68,24.1,3.279388,24.1
-1.6797,24.1,3.279375,24.1
-1.6797,24.1,3.279237,24.1
-1.6797,24.1,3.279239,24.1
-1.6797,24.1,3.279267,24.1
-1.68,24.1,3.278736,24.1
-1.6797,24.1,3.278856,24.1
-1.68,24.1,3.278799,24.1
-1.68,24.1,3.278804,24.1
-1.6797,24.1,3.278732,24.1
-1.68,24.1,3.278894,24.1
-1.6797,24.1,3.278839,24.1
-1.68,24.1,3.278778,24.2
-1.6797,24.1,3.278681,24.1
-1.68,24.1,3.278999,24.1
-1.68,24.1,3.278756,24.1
-1.68,24.1,3.278805,24.1
-1.68,24.1,3.278675,24.1
-1.6797,24.1,3.278952,24.1
-1.6797,24.1,3.27884,24.1
-1.6797,24.1,3.278643,24.1
-1.6797,24.1,3.278853,24.1
-1.68,24.1,3.278905,24.2
-1.6794,24.1,3.278795,24.1
-1.68,24.2,3.278757,24.2
-1.6794,24.2,3.278554,24.1
-1.6794,24.1,3.278536,24.2
-1.6794,24.1,3.278748,24.1
-1.6794,24.1,3.278658,24.1
-1.6803,24.1,3.278705,24.1
-1.6794,24.1,3.278816,24.2
-1.68,24.1,3.278698,24.1
-1.6794,24.1,3.278589,24.1
-1.68,24.1,3.278401,24.1
-1.6794,24.1,3.278441,24.1
-1.6794,24.1,3.278358,24.1
-1.68,24.1,3.278644,24.1
-1.68,24.1,3.278732,24.1
-1.68,24.1,3.278611,24.2
-1.68,24.1,3.278587,24.1
-1.68,24.1,3.278564,24.1
-1.68,24.1,3.278492,24.1
-1.6794,24.1,3.278533,24.1
-1.68,24.2,3.278605,24.1
-1.68,24.1,3.278447,24.1
-1.68,24.1,3.27838,24.2
-1.6797,24.1,3.27841,24.1
-1.6797,24.1,3.278743,24.2
-1.68,24.1,3.278326,24.1
-1.68,24.1,3.278154,24.1
-1.68,24.1,3.278422,24.1
-1.68,24.1,3.278547,24.1
-1.68,24.1,3.278617,24.1
-1.6797,24.1,3.278287,24.1
-1.68,24.2,3.278477,24.1
-1.6797,24.2,3.278444,24.1
-1.6797,24.1,3.278325,24.1
-1.68,24.2,3.278413,24.1
-1.68,24.1,3.278226,24.1
-1.68,24.2,3.277963,24.1
-1.68,24.1,3.27816,24.1
-1.68,24.1,3.278121,24.1
-1.6797,24.1,3.278436,24.1
-1.68,24.2,3.278413,24.2
-1.6797,24.1,3.27851,24.1
-1.68,24.2,3.278277,24.1
-1.6797,24.1,3.278386,24.1
-1.6797,24.1,3.278328,24.1
-1.6797,24.1,3.278196,24.1
-1.68,24.1,3.278312,24.2
-1.6797,24.2,3.278409,24.1
-1.68,24.1,3.278503,24.2
-1.6797,24.1,3.278307,24.2
-1.6797,24.1,3.278237,24.1
-1.6797,24.1,3.278438,24.1
-1.68,24.1,3.277882,24.1
-1.6797,24.1,3.278535,24.1
-1.6797,24.2,3.278468,24.1
-1.6797,24.1,3.278354,24.1
-1.68,24.1,3.278294,24.2
-1.68,24.1,3.278438,24.1
-1.6797,24.2,3.278291,24.1
-1.68,24.1,3.278457,24.1
-1.6797,24.1,3.278237,24.1
-1.68,24.1,3.27807,24.1
-1.68,24.1,3.278022,24.1
-1.6797,24.1,3.278355,24.1
-1.68,24.1,3.278199,24.1
-1.6797,24.1,3.278368,24.1
-1.68,24.1,3.278288,24.1
-1.6797,24.1,3.278551,24.1
-1.6797,24.1,3.278219,24.2
-1.6797,24.1,3.278187,24.1
-1.6803,24.1,3.277943,24.1
-1.6803,24.1,3.27798,24.1
-1.6797,24.1,3.277968,24.1
-1.6797,24.1,3.278047,24.1
-1.6797,24.1,3.277909,24.1
-1.6797,24.1,3.277882,24.1
-1.6797,24.1,3.27762,24.1
-1.68,24.1,3.277991,24.1
-1.6797,24.1,3.277927,24.1
-1.6797,24.1,3.277819,24.1
-1.68,24.1,3.278029,24.1
-1.68,24.1,3.277498,24.1
-1.68,24.1,3.277575,24.1
-1.68,24.1,3.277617,24.1
-1.6797,24.1,3.27764,24.1
-1.6803,24.1,3.277818,24.1
-1.6797,24.1,3.277516,24.1
-1.6803,24.1,3.277578,24.1
-1.6797,24.1,3.27749,24.1
-1.6803,24.1,3.2775,24.1
-1.6803,24.1,3.277842,24.1
-1.6797,24.1,3.277753,24.1
-1.6797,24.1,3.27762,24.1
-1.68,24.1,3.27765,24.1
-1.6797,24.1,3.277689,24.1
-1.6803,24.1,3.277539,24.1
-1.68,24.1,3.277537,24.1
-1.68,24.1,3.277489,24.1
-1.6797,24.1,3.277707,24.1
-1.6797,24.1,3.27773,24.1
-1.68,24.1,3.277778,24.1
-1.68,24.1,3.277805,24.1
-1.6797,24.1,3.27786,24.1
-1.6797,24.1,3.277599,24.2
-1.68,24.1,3.277685,24.1
-1.68,24.1,3.277749,24.2
-1.68,24.1,3.277492,24.1
-1.6797,24.1,3.277761,24.1
-1.6797,24.1,3.277578,24.1
-1.68,24.1,3.277518,24.1
-1.6797,24.1,3.277717,24.1
-1.68,24.1,3.277492,24.1
-1.68,24.1,3.277516,24.1
-1.68,24.1,3.277692,24.1
-1.68,24.1,3.277572,24.1
-1.6797,24.1,3.27743,24.1
-1.6797,24.1,3.277473,24.1
-1.68,24.1,3.277532,24.1
-1.6797,24.1,3.277615,24.1
-1.68,24.1,3.277566,24.1
-1.6797,24.1,3.277346,24.1
-1.6797,24.1,3.27753,24.1
-1.6797,24.1,3.277375,24.1
-1.68,24.1,3.277419,24.1
-1.68,24.1,3.2774,24.1
-1.6797,24.1,3.277315,24.1
-1.6797,24.1,3.277336,24.1
-1.68,24.1,3.277486,24.1
-1.68,24.1,3.277517,24.1
-1.6797,24.1,3.277437,24.1
-1.6797,24.1,3.277453,24.1
-1.68,24.1,3.277628,24.1
-1.68,24.1,3.27728,24.1
-1.68,24.1,3.277368,24.1
-1.68,24.1,3.277395,24.1
-1.6797,24.1,3.277545,24.1
-1.6797,24.1,3.277419,24.1
-1.6797,24.1,3.277126,24.1
-1.6797,24.1,3.277301,24.1
-1.68,24.1,3.277193,24.1
-1.68,24.1,3.277485,24.1
-1.68,24.1,3.277191,24.1
-1.6794,24.1,3.277275,24.1
-1.6794,24.1,3.277272,24.1
-1.68,24.1,3.277094,24.1
-1.6797,24.1,3.277252,24.1
-1.6797,24.1,3.276842,24.1
-1.68,24.1,3.276764,24.1
-1.68,24.1,3.277181,24.1
-1.6797,24.1,3.277294,24.1
-1.68,24.1,3.277004,24.1
-1.68,24.1,3.276955,24.1
-1.6797,24.1,3.277235,24.1
-1.68,24.1,3.277054,24.1
-1.68,24.1,3.277007,24.1
-1.6797,24.1,3.277196,24.1
-1.68,24.1,3.277055,24.1
-1.6797,24.1,3.277294,24.1
-1.68,24.1,3.276958,24.1
-1.68,24.1,3.277046,24.1
-1.68,24.1,3.27671,24.1
-1.68,24.1,3.27679,24.1
-1.6797,24.1,3.276843,24.1
-1.6797,24.1,3.276877,24.1
-1.68,24.1,3.276928,24.1
-1.68,24.1,3.276903,24.1
-1.68,24.1,3.276685,24.1
-1.6797,24.1,3.276897,24.1
-1.68,24.1,3.276655,24.1
-1.68,24.1,3.276781,24.1
-1.6797,24.1,3.276979,24.1
-1.6797,24.1,3.276906,24.1
-1.6797,24.1,3.276668,24.1
-1.6797,24.1,3.276694,24.1
-1.68,24.1,3.276877,24.1
-1.6797,24.1,3.276561,24.1
-1.68,24.1,3.276884,24.1
-1.68,24.1,3.276726,24.1
-1.68,24.1,3.276716,24.1
-1.68,24.1,3.276646,24.1
-1.6797,24.1,3.276552,24.1
-1.6797,24.1,3.276733,24.1
-1.68,24.1,3.276643,24.1
-1.68,24.1,3.276428,24.1
-1.68,24.1,3.276534,24.1
-1.68,24.1,3.276603,24.1
-1.6797,24.1,3.276392,24.1
-1.6797,24.1,3.276504,24.1
-1.68,24.1,3.276621,24.1
-1.68,24.1,3.276486,24.1
-1.68,24.1,3.276633,24.1
-1.6794,24.1,3.276366,24.1
-1.68,24.1,3.276544,24.1
-1.6794,24.1,3.276674,24.1
-1.68,24.1,3.27635,24.1
-1.68,24.1,3.276463,24.1
-1.68,24.1,3.276374,24.1
-1.68,24.1,3.276582,24.1
-1.68,24.1,3.276293,24.1
-1.68,24.1,3.27673,24.1
-1.6797,24.1,3.27653,24.1
-1.6797,24.1,3.276619,24.1
-1.6797,24.1,3.276679,24.1
-1.68,24.1,3.27638,24.1
-1.6797,24.1,3.276435,24.1
-1.6797,24.1,3.276557,24.1
-1.68,24.1,3.276441,24.1
-1.6797,24.1,3.276707,24.1
-1.68,24.1,3.276648,24.1
-1.68,24.1,3.276522,24.1
-1.6797,24.1,3.276783,24.1
-1.6797,24.1,3.276422,24.1
-1.6797,24.1,3.276523,24.1
-1.6797,24.1,3.276293,24.1
-1.6797,24.1,3.276144,24.1
-1.68,24.1,3.276455,24.1
-1.68,24.1,3.276592,24.1
-1.68,24.1,3.276386,24.1
-1.6797,24.1,3.276377,24.1
-1.68,24.1,3.276119,24.1
-1.6797,24.1,3.276384,24.1
-1.68,24.1,3.276472,24.1
-1.6797,24.1,3.27633,24.1
-1.68,24.1,3.276431,24.1
-1.6797,24.1,3.276223,24.1
-1.68,24.1,3.276111,24.1
-1.6797,24.1,3.276309,24.1
-1.6797,24.1,3.276265,24.1
-1.68,24.1,3.276379,24.1
-1.68,24.1,3.276275,24.1
-1.68,24.1,3.276265,24.1
-1.68,24.1,3.276256,24.1
-1.6794,24.1,3.276342,24.1
-1.68,24.1,3.276275,24.1
-1.68,24.1,3.276131,24.1
-1.6797,24.1,3.276167,24.1
-1.68,24.1,3.275996,24.1
-1.68,24.1,3.276406,24.1
-1.68,24.1,3.276196,24.1
-1.6797,24.1,3.276317,24.1
-1.68,24.1,3.27625,24.1
-1.6797,24.1,3.276494,24.1
-1.6797,24.1,3.276325,24.1
-1.6797,24.1,3.276003,24.1
-1.6797,24.1,3.276535,24.1
-1.68,24.1,3.276222,24.1
-1.68,24.1,3.27618,24.1
-1.68,24.1,3.27621,24.1
-1.6797,24.1,3.2764,24.1
-1.68,24.1,3.276429,24.1
-1.68,24.1,3.276211,24.1
-1.68,24.1,3.27622,24.1
-1.6797,24.1,3.276153,24.1
-1.68,24.1,3.276168,24.1
-1.68,24.1,3.276068,24.1
-1.6797,24.1,3.276235,24.1
-1.6797,24.1,3.276473,24.1
-1.68,24.1,3.2761,24.1
-1.6797,24.1,3.27614,24.1
-1.68,24.1,3.276265,24.1
-1.68,24.1,3.275906,24.1
-1.6797,24.1,3.276276,24.1
-1.6797,24.1,3.276158,24.1
-1.68,24.1,3.276124,24.1
-1.68,24.1,3.275912,24.1
-1.6797,24.1,3.27558,24.1
-1.68,24.1,3.275926,24.1
-1.6797,24.1,3.27606,24.1
-1.68,24.1,3.275673,24.1
-1.6797,24.1,3.276122,24.1
-1.6797,24.1,3.276148,24.1
-1.68,24.1,3.275871,24.1
-1.68,24.1,3.276114,24.1
-1.6797,24.2,3.275874,24.2
-1.6797,24.1,3.275911,24.1
-1.68,24.1,3.276008,24.1
-1.68,24.2,3.27593,24.1
-1.68,24.2,3.275977,24.1
-1.68,24.1,3.275904,24.1
-1.68,24.1,3.276177,24.1
